name,classification,actor,director,score,year
美好时节 La belle saison,"剧情,爱情","西西·迪·法兰丝,伊兹雅·海格林,诺薇米·洛夫斯基,Jean-Henri Compère,Loulou Hanssen,凯文·阿札伊斯,布鲁诺·波达里德斯",卡特琳娜·柯西尼,7.1,2015
利维坦 The Leviathan,"科幻,短片",,卢埃里·罗宾森,7.7,2015
热血高校3 クローズEXPLODE,"剧情,动作","东出昌大,早乙女太一,胜地凉,高田贤三,矢部享佑,深水元基,Elly,岩田刚典,永山绚斗,柳乐优弥,高桥努",豊田利晃,4.8,2014
脑浆炸裂少女 脳漿炸裂ガール,"科幻,冒险","柏木阳平,竹富圣花,上白石萌歌,志田友美,荒井敦史,菅谷哲也,浅香航大",阿部雄一 ,4.5,2015
钱的战争 銭の戦争,剧情,"草剪刚,大岛优子,木村文乃,高田翔,新川优爱,志贺广太郎,木野花,玉森裕太,津川雅彦,翁倩玉,大杉涟,渡部笃郎","三宅喜重,白木啓一郎,鈴木浩介",7.2,2015
"魔鬼恋人 第二季 DIABOLIK LOVERS MORE,BLOOD",动画,,田頭しのぶ,6.0,2015
沙漠中的最后时日 Last Days In The Desert,"剧情,历史,冒险","伊万·麦克格雷格,塞伦·希德,泰伊·谢里丹,阿耶莱特·祖里尔",罗德里格·加西亚,5.5,2015
神烦警探 第三季 Brooklyn Nine-Nine Season 3,"喜剧,犯罪",,"丹尼尔·J·古尔,迈克尔·舒尔",8.8,2015
出柜好莱鸟 Me Him Her,"喜剧,同性","海利·乔·奥斯蒙,吉娜·戴维斯,阿莉雅·肖卡特,凯尔·柏海莫,安吉拉·萨拉弗安,卢克·布雷西,杰克·麦克道曼,凯西·威尔逊,斯科特·巴库拉,艾米丽·梅德,兰斯·亨利克森,达斯汀·米利甘,卡桑德拉·斯塔尔,泽娜·格雷,麦尔斯·费舍,Wendy McColm",马克斯·兰迪斯  ,5.8,2015
悄然之星 ひそひそ星,剧情,"神乐坂惠,遠藤賢司,池田优斗,森康子",园子温,6.6,2015
办公室 오피스,惊悚,"高雅星,朴圣雄,裴晟祐,金义城,柳贤静",洪元灿,6.0,2015
沙子怪物 The Sand,"科幻,恐怖",布鲁克 · 巴特勒/杰米 · 肯尼迪/米切尔 Musso/Dean Geyer,Isaac Gabaeff,3.9,2015
1980年代的爱情,爱情,"芦芳生,杨采钰",霍建起,6.3,2015
丧尸围城：瞭望塔 Dead Rising: Watchtower,恐怖,"罗伯·里格尔,梅甘·欧瑞,维吉妮娅·马德森,杰西·麦特卡尔菲,基冈·康纳·特雷西,丹尼斯·海斯伯特,阿莱克斯·潘诺维奇,凯利·格泽尔,C.恩斯特·哈斯,Sachin Sahel,皮特·本森,Paul Lazenby,曼尼·贾希尼托,Taya Clyne,Nickolas Baric",Zach Lipovsky,5.1,2015
梦想抵抗现实 Dreaming Against the World,"纪录片,短片","木心,Fenton Li,Alex Fox","弗朗西斯科·贝洛,蒂姆·斯特恩伯格",9.0,2015
惊异世纪 驚異世紀,"剧情,惊悚","林嘉华,唐宁,周俊伟,骆应钧,梁小冰,郭锋,陆骏光",欧耀兴,7.5,2015
大英圣诞烦事多 Very British Problems at Christmas,,,"朱丽·沃特斯,詹姆斯·柯登,大卫·田纳特",8.3,2015
锦绣缘华丽冒险,"剧情,爱情","黄晓明,陈乔恩,乔任梁,谢君豪,戚迹",林合隆,4.6,2015
阿黛尔：你好 Adele - Hello,"短片,音乐",,泽维尔·多兰,7.5,2015
罗西与苹果酒 Cider With Rosie,剧情,"萨曼莎·莫顿,杰西卡·海因斯,琼恩·维特费尔德,安妮特·克罗斯比,比利·豪尔",Philippa Lowthrope,7.7,2015
使命召唤 The Gunman,"剧情,动作,犯罪","西恩·潘,杰丝敏·特丽卡,哈维尔·巴登,雷·温斯顿,马克·里朗斯,伊德里斯·艾尔巴,彼得·弗兰森,马克·沙尔丹,埃米利奥·布阿勒,卡拉·佩雷斯,托尼·科尔维略,安吉拉·富恩特,玛丽娜·马修斯,大卫·布莱克雷",皮埃尔·莫瑞尔,5.8,2015
小黄人番外篇：不消停的宾齐·尼尔森 Minions: Mini-Movie - Binky Nelson Unpacified,"喜剧,动画,短片","迈克尔·基顿,艾莉森·珍妮,迈克尔·贝亚蒂,Matt Kawczynski,Tyler Werrin","布莱恩·林奇,Fabrice Joubert",6.5,2015
乐高漫威复仇者联盟：重新集结 LEGO Marvel Super Heroes: Avengers Reassembled!,"喜剧,科幻,动画","米克·温格特,罗杰·克莱格·史密斯,特拉维斯·威林厄姆",Rob Silvestri,8.5,2015
小矮子的日记 オチビサン,"动画,短片",,川村真司,7.5,2015
发电机 No. 33 POWER PLANT No.33,"动画,短片","山寺宏一,林原惠美",吉浦康裕,7.1,2015
万物一体 Unity,纪录片,"琳娜·海蒂,萝丝·拜恩,汤姆·希德勒斯顿,詹妮弗·安妮斯顿,佐伊·索尔达娜,奥立薇娅·玛恩,詹纽瑞·琼斯,伊莎贝尔·卢卡斯,杰西卡·查斯坦,米歇尔·罗德里格兹,奥利维亚·王尔德,亚伦·保尔,玛姬·格蕾斯,乔尔·埃哲顿,莉顿·梅斯特,阿曼达·塞弗里德,凯文·史派西,克里斯汀·贝尔,赛琳娜·戈麦斯,玛丽昂·歌迪亚,迪安娜·阿格隆,玛琳·阿克曼,法米克·詹森,克里斯汀·韦格,杰昆·菲尼克斯,李美琪,海伦·米伦,本·金斯利,艾米丽·丹斯切尔,凯瑞-安·莫斯,艾米·斯马特,詹妮弗·提莉,波西亚·德·罗西,杰夫·高布伦,马克·斯特朗,明妮·德里弗,艾伦·伯斯汀,克莱尔·弗兰妮,苏珊·萨兰登,安东·叶利钦,朱莉娅·奥蒙德,本·卫肖,卡西·阿弗莱克,帕米拉·安德森,列维·施瑞博尔,芙蕾达·平托,瑞安·奥尼尔,杰弗里·拉什,安杰丽卡·休斯顿,科曼,艾德里安·格尼尔,迈克尔·刚本,亚当·莱文,马丁·辛,克劳斯·利特曼,艾伦·德杰尼勒斯,马修·莫迪恩,马西娅·盖伊·哈登,艾莉森·伊斯特伍德,鲁特格尔·哈尔,爱德华·詹姆斯·奥莫斯,乔雅·福克斯,巴萨扎·盖提,凯瑟琳·塔特,波斯·怀特,玛瑞儿·海明威,卡罗琳·古多尔,大卫·德路易斯,伊芙·贝斯特,拉伦兹·泰特,德瑞博士,肖恩·托布 ,内斯特·塞拉诺,莫比,萨姆·西蒙,拉赛尔·西蒙斯,菲尔·多纳休,大卫·科波菲尔,杰森·玛耶兹,大卫·拉切贝尔,乔·佩里,蜜西·希金斯 ,格利高里·考伯特,托尼·霍克,阿琳·马特尔,阿里安·福斯特,约翰·保罗·德约里尔,托尼·凯纳,蒂姆·麦克拉尔斯,布兰登·博伊德,里克·艾伦,杰西·卡迈克尔,玛丽安娜·威廉森",肖恩‧蒙森,7.5,2015
浩九的爱情 호구의 사랑,剧情,"崔宇植,金宥真,任瑟雍",表明秀,7.6,2015
爱上哥们 愛上哥們,"剧情,爱情",,陈戎晖,7.5,2015
斗地主,喜剧,"韩兆,刘桦,买红妹,曹随风,潘长江,雷牧,殷叶子",韩兆,4.8,2015
瑟依德 Seide,短片,"Kanat Abdrakhmanov,Razha Alieva,Kaliman Kalybek Kyzy",Elnura Osmonalieva,6.7,2015
妻子小姐 미쓰 와이프,喜剧,"严正化,宋承宪,金相浩,罗美兰,徐信爱",姜孝镇,7.3,2015
定制伴郎 The Wedding Ringer,喜剧,"凯莉·库柯,阿兰·里奇森,乔什·加德,凯文·哈特,妮基·韦兰,奥莉薇·瑟尔比,克劳斯·利特曼,咪咪·罗杰斯,乔治·加西亚,特里斯汀·梅斯,詹妮弗·路易斯,惠特妮·卡明,阿什莉·琼斯,肯·霍华德,杰夫·鲁斯,伊格纳西奥·塞利齐奥,泰·爱兰德,迪索·拉莫斯,乔纳森·巴卡,Natalina Maggio,Peter Gilroy,Karen Jin Beck,Tom Fitzpatrick,Ashley McCarthy,阿隆·高桥,Stefanie Wood,David Burr",杰里米·加尔利,7.1,2015
悠哉日常大王 第二季 のんのんびより りぴーと,动画,"小岩井ことり,村川梨衣,佐仓绫音,阿澄佳奈",川面真也,9.2,2015
"你好，我叫多蕾丝 Hello, My Name Is Doris","剧情,喜剧,爱情","莎莉·菲尔德,马克思·格林菲尔德,贝丝·比厄,温迪·麦丽登·康薇,斯蒂芬·鲁特,伊莉莎白·里瑟,娜塔莎·雷昂,泰恩·黛莉,彼得·盖勒,库梅尔·南贾尼",迈克尔·修华特,7.1,2015
南方公园 第十九季 South Park Season 19,"喜剧,动画",,"崔·帕克,马特·斯通",9.2,2015
正义联盟：神魔之战 Justice League: Gods and Monsters,"动作,科幻,动画","詹森·艾萨克,迈克尔·C·豪尔,塔玛拉·泰勒,帕姬·布鲁斯特,本杰明·布拉特",刘山姆,7.6,2015
A片现场不NG メイクルーム,剧情,"森田亜紀,栗林里莉,川上奈奈美,伊东红,住吉真理子,那波隆史,酒井健太郎",森川圭,5.9,2015
识骨寻踪 第十一季 Bones Season 11,"剧情,喜剧,爱情,悬疑,犯罪","大卫·伯伦纳兹,艾米丽·丹斯切尔,米谢拉·康琳,塔玛拉·泰勒,T·J·塞恩",Randy Zisk,8.4,2015
路西法 第一季 Lucifer Season 1,奇幻,"汤姆·艾利斯,D.B.伍德塞德,劳伦·日尔曼,莱斯丽-安·布莱德,凯文·阿历詹卓,瑞秋·哈里斯,洛奇林·莫罗,科尔曼·多明戈,克雷格·格利斯,Adetomiwa Edun","伦·怀斯曼,艾瑞琪·拉·塞拉,提姆·麦锡森,大卫·佩默,Eagle Egilsson,南森·霍普",6.8,2016
天才侦探御手洗：难解事件档案之折伞的女人 天才探偵ミタライ～難解事件ファイル「傘を折る女」～,"悬疑,犯罪","玉木宏,堂本光一,胜村政信,坂井真纪,小西真奈美,山野海,宮澤美保,鷲尾昇,佐藤直子,秋元龍太朗",小林義則,6.2,2015
山中的汤姆先生 山のトムさん,剧情,"小林聪美,市川实日子,光石研,高桥瞳,伊东清史,佐佐木春桦,木南晴夏,柳原晴郎,罇真佐子",上田音,7.6,2015
洛洛 Lolo,喜剧,"朱莉·德尔佩,丹尼·伯恩,文森特·拉科斯特,嘉莲·维雅,乔治斯·科拉菲斯,卡尔·拉格菲尔德,朗兹·贝迪亚",朱莉·德尔佩,6.6,2015
你是好孩子 きみはいい子,剧情,"高良健吾,尾野真千子,池胁千鹤,高桥和也,喜多道枝,加部亚门,富田靖子,黑川芽以,内田慈",吴美保,7.3,2015
再见 さようなら,剧情,"伊莲娜·雅各布,Mari Yamamoto,新井浩文,村上虹郎,杰罗姆·基歇尔,Bryerly Long,Geminoid F,Makiko Murata,Yûko Kibiki",深田晃司,8.3,2015
魔力麦克2 Magic Mike XXL,"剧情,喜剧,音乐","查宁·塔图姆,马特·波莫,乔·曼根尼罗,艾梅柏·希尔德,贾达·萍克·史密斯,伊丽莎白·班克斯,安迪·麦克道威尔,加布里埃尔·伊格莱西亚斯,迈克尔·斯特拉罕,克丽丝特尔·亨特,简·麦克尼尔,唐纳德·格洛弗,凯文·纳什,亚当·罗德里格兹,史蒂芬·布斯,罗达·格里菲丝,金柏莉·德拉蒙德,瑞克·佛莱尔,胡安·彼德拉伊塔",格里高利·雅各布,5.7,2015
我的狼人男友 Dirty Paws,"动画,短片,同性","Brian Perry,Tyler Nolan",Karina Farek,7.3,2015
好友请求 Friend Request,恐怖,"阿莉西娅·戴柏南·凯里,布里特·摩根,威廉·莫斯里,康勒·帕奥罗,西恩·马奎特,沙沙维恩·豪尔,尼古拉斯·鲍林",西蒙·范霍文,6.0,2016
星蝶公主 第一季 Star vs. the Forces of Evil Season 1,"喜剧,动画","爱登·舍尔,亚当·麦克阿瑟,格蕾·德丽斯勒,艾伦·图代克,杰夫·贝内特,弗莱德·塔他斯西奥,艾瑞克·鲍扎,妮娅·瓦达拉斯","戴维·沃森,皮耶罗·皮卢索",8.7,2015
龙谷 용주골,"爱情,情色",,崔宇成 Woo Sung Choi(최우성),4.7,2015
浦泽直树的漫勉 第一季 浦沢直樹の漫勉,纪录片,"浦泽直树,东村明子,斋藤隆夫",NHK,9.4,2015
玛格丽特和朱利安 Marguerite et Julien,,"阿娜伊丝·德穆斯捷,杰瑞米·埃尔卡伊姆,杰拉丁·卓别林,萨米·弗雷,奥拉利亚·佩蒂特,弗雷德里克·皮耶罗,Bastien Bouillon",薇拉莉·邓泽里,6.2,2015
我住在这里的理由,纪录片,,竹内亮,9.2,2015
正义联盟：亚特兰蒂斯的宝座 Justice League: Throne of Atlantis,"动作,动画,冒险","克里斯托弗·高哈姆,马特·兰特尔,杰瑞·奥康奈尔,杰森·奥玛拉,史蒂夫·布卢姆,拉里·塞达尔,Barry Dennen,保罗·伊丁,杰·约翰逊",伊桑·斯波尔丁,5.8,2015
短信 El SMS,"短片,同性,儿童","Raphael Thome,Pedro Loques",达斯汀·兰斯·布莱克,7.7,2015
幽灵男孩 Phantom Boy,"动画,奇幻","奥黛丽·塔图,埃德瓦·贝耶,让-皮埃尔·马里埃尔,杰基·贝约尔","让-卢普·费利乔利,阿兰·嘎诺尔",6.8,2015
三个证言者 三本の証言者,"动画,短片","山寺宏一,林原惠美",うつのみや理,7.2,2015
该死的歌德2 Fack ju Göhte 2,喜剧,"卡洛琳·赫弗斯,埃利亚斯·穆巴里克,卡嘉·瑞曼",博拉·达格特肯,6.8,2015
画江湖之灵主,"剧情,动作,动画,武侠","边江,阎萌萌,褚珺,路知行,杨默,张磊,朱雀橙","刘阔,关心",7.9,2015
ST 红白的搜查档案 ST 赤と白の捜査ファイル,"爱情,惊悚","藤原龙也,岡田将生,志田未来,芦名星,窪田正孝,三宅弘城,柴本幸,水上剣星,ユースケ・サンタマリア,安達祐実,鈴木梨央,田中哲司,林遣都,瀬戸朝香,渡部篤郎",佐藤東弥,6.9,2015
明乌 明烏,喜剧,"菅田将晖,城田优,吉冈里帆,柿泽勇人,松下优也,新井浩文,室毅,佐藤二朗",福田雄一,6.2,2015
吸血鬼日记 第七季 The Vampire Diaries Season 7,"剧情,爱情,悬疑,惊悚,恐怖,奇幻",,"马科斯·西恩加,Kevin Bray",6.6,2015
敲敲门 Knock Knock,"惊悚,恐怖","安娜·德·阿玛斯,洛伦扎·伊佐,亚伦·伯恩斯,基努·里维斯,伊格纳西·阿尔曼德,考林·加普",伊莱·罗斯,4.8,2015
医馆笑传,"剧情,古装","陈赫,王传君,姜妍,张子萱,赵圆瑗,佟磊,张艺骞,陈国坤,杨皓宇,上官瞳,张一龙,金亮,闾汉彪,刘惠,那威,李健仁,张瑞涵,曹璐,海陆,杨若翎,刘萌萌,高蓓蓓,谭琍敏,雷佳,路晨,沈晓海,杜玉明,杨大鹏,周浩东,王俪穅,马书良,秦焰,康宁,马达,冯晓江,提爱民,王敏,张志伟,宋永恒,潘胤蜚,尚言生,肜耀忠,王菲洋,闵春晓,王天龙,高洪涛,皮逸嘉",王子鸣,5.3,2015
亲爱的恩东啊 사랑하는 은동아,"剧情,爱情","朱镇模,金莎朗,金釉利,白成铉,尹素熙",李泰坤,7.5,2015
年轻的女王 The Girl King,"剧情,爱情,同性,传记","玛琳·布斯卡,莎拉·加顿,迈克尔·恩奎斯特,卢卡斯·布莱恩特,劳拉·布林,西波里特·吉拉多特,彼得·罗美尔,弗朗索瓦·阿诺德,马蒂娜·戈黛特,帕特里克·波查,彼得·奥林,雅尼娜·伯曼,萨穆里·埃德尔曼,艾米丽·坎努提拉",米卡·考里斯马基,6.9,2015
我是女王,"剧情,爱情","宋慧乔,窦骁,陈乔恩,杨祐宁,邬君梅,姜武,郑元畅,秦昊,伊能静",伊能静,4.1,2015
爱丽丝：从仙境来的少年 앨리스 : 원더랜드에서 온 소년,"爱情,恐怖,奇幻","洪宗玄,郑素敏,郑妍珠,李成延",许恩熙,5.5,2015
桃李花歌 도리화가,"剧情,传记,历史","柳承龙,裴秀智,宋诗曦,金南佶,安在洪,李东辉,卢英学",李宗弼,6.3,2015
对不起，我爱你，谢谢你 미안해 사랑해 고마워,剧情,,田昀树,6.0,2015
新建文件夹2 새폴더2,"剧情,喜剧",,황상원,4.0,2015
潜行吧! 奈亚子F OVA  這いよれ！ニャル子さんF,,,長澤剛,7.8,2015
罪恶黑名单 第三季 The Blacklist Season 3,"剧情,悬疑,犯罪","詹姆斯·斯派德,梅根·布恩,迪亚哥·克莱特霍夫,阿米尔·阿里森,瑞安·艾戈尔德,莫赞·玛诺,哈里·列尼斯,Hisham Tawfiq,Meng Ai,Sandra Berrios,Patrick Byas,艾迪·盖瑟吉,Elijah Guo,Rafael Poueriet,法米克·詹森",迈克尔·W·沃特金斯,8.3,2015
网络犯罪调查 第二季 CSI: Cyber Season 2,"剧情,犯罪","帕特丽夏·阿奎特,詹姆斯·范德比克,宝娃,查理·孔茨,海莉·清子,特德·丹森,安吉拉·翠姆博,McKenna Roberts,莫莉·伯纳特,Greg Cromer,Tiffany Adams,Ione Butler,Elyse Cole,Landall Goolsby,Brian Groh",阿莱克·斯迈特,7.3,2015
南宋,"纪录片,历史",,夏燕平,6.8,2015
矶部矶兵卫物语 磯部磯兵衛物語〜浮世はつらいよ〜,"喜剧,动画",,まんきゅう,7.8,2015
为爱放手,"剧情,爱情","童菲,姜潮,于朦胧,谢彬彬,高泰宇,王薇,郑晓宁,王之夏",罗敏,3.1,2015
美丽新视界 Pokey Pokey,"喜剧,动画,短片",Ross Huguet,Junjie Zhang,8.2,2015
好大一个家,喜剧,"陈佩斯,杨立新,刘蓓,白玉,郑凯南,郑奇,曹苑,程怡",陈佩斯,7.0,2015
危机大逆袭 Our Brand Is Crisis,"剧情,喜剧","桑德拉·布洛克,比利·鲍伯·松顿,安东尼·麦凯,乔昆姆·德·阿尔梅达,佐伊·卡赞,斯科特·麦克纳里,安·唐德,卡梅拉·孙巴多,山姆·麦地那,约翰·阿米乔,斯嘉丽特·米尔罗尼,路易斯·查韦斯",大卫·戈登·格林,6.9,2015
科特·柯本：烦恼的蒙太奇 Kurt Cobain: Montage of Heck,"纪录片,音乐,传记","科特·柯本,科特妮·洛芙,Krist Novoselic",布莱特·摩根,8.5,2015
帝国双璧 Bajirao Mastani,"剧情,爱情,历史","兰维尔·辛格,佩丽冉卡·曹帕拉,迪皮卡·帕度柯妮,米林德·索曼,阿尤什·坦东,坦维·阿兹米,阿迪亚·潘乔里,Vaibbhav Tatwawdi,Mahesh Manjrekar,Raza Murad,Sukhada Khandkekar,Anuja Gokhale,Ganesh Yadav,Yatin Karyekar",桑杰·里拉·彭萨里,7.1,2015
骇客交锋 Blackhat,"剧情,动作,悬疑,惊悚,犯罪","克里斯·海姆斯沃斯,汤唯,王力宏,维奥拉·戴维斯,安志杰,霍特·麦克卡兰尼,里特奇·科斯特,布兰顿·莫拉勒,杰森·巴特勒·哈纳,高圣远",迈克尔·曼,4.0,2015
赤发的白雪姬 赤髪の白雪姫,"剧情,爱情,动画","早见沙织,逢坂良太,梅原裕一郎,名塚佳织,三瓶由布子,冈本信彦",安藤真裕,7.7,2015
乐高DC超级英雄：正义联盟大战异魔联盟 Lego DC Comics Super Heroes: Justice League vs. Bizarro League,动画,,Brandon Vietti,7.2,2015
初代吸血鬼 第三季 The Originals Season 3,"剧情,悬疑,恐怖,奇幻",,"约瑟夫·摩根,丹尼尔·吉里斯,丹妮尔·坎贝尔,查尔斯·迈克尔·戴维斯,丽亚·派普斯,菲比·托金,莱利·沃克,Melissa LeEllen",7.9,2015
沙西米,"喜剧,爱情","李康生,波多野结衣,纪培慧,拓也哥",潘志远,4.0,2015
导火新闻线 導火新聞線,剧情,"梁小冰,周家怡,杨淇,王宗尧,姜文杰,杨天经,郭锋,林熹瞳,石修,骆应钧,陈颖妍,李枫,梁健平,李忠希,汤怡,何詠雯,黄美棋,江暉,陆骏光,余慕莲,胡炯龍,丁乐锶",方俊華,8.7,2015
筑梦者之李开复 向死而生真情实录版,"纪录片,短片",,高晓松,7.3,2015
开战日 9. April,"剧情,战争","皮鲁·埃斯贝克,拉斯·米克尔森,Gustav Dyekjær Giese,Martin Greis,卢卡斯·施瓦兹·索斯坦松,Joachim Fjelstrup,Sebastian Bull Sarning,Maylenah Marion Dalgaard,Elliott Crosset Hove,Pelle Emil Hebsgaard,Jannik Lorenzen,Michael Brostrup,Mathias Lundkvist,Ari Alexander,Frederik Thorenfeldt Poulsen",Roni Ezra,7.3,2015
选角风云 The Audition,短片,"莱昂纳多·迪卡普里奥,布拉德·皮特,罗伯特·德尼罗,马丁·斯科塞斯,罗德里格·普列托,张舒雅,Michelle Guo,Lyman Chen,K.K. Moggie",马丁·斯科塞斯,6.5,2015
新西游记 第一季 신서유기,真人秀,,罗英石,8.4,2015
姐姐的朋友 누나 친구,"爱情,情色",,신현철,4.4,2016
喜羊羊与灰太狼之羊年喜羊羊,"喜剧,动画,家庭,奇幻,冒险","祖晴,张琳,杨阳洋,高全胜,梁颖,邓玉婷,刘红韵,赵娜",黄伟明,4.7,2015
我才不会对黑崎君说的话言听计从 黒崎くんの言いなりになんてならない,,"中島健人,小松菜奈,千葉雄大,高月彩良,岸優太,夏帆",河合勇人,5.6,2015
山炮进城,喜剧,"程野,宋晓峰,唐娜,张笑菲,小沈阳,刘晓光,文松,张家豪,唐鉴军,于洋,王小虎,小超越,彭禺厶,朱佳希,高成龙,蔡维利",崔俊杰,3.9,2015
大势的百合 대세는 백합,"喜剧,爱情,短片,同性","세랑,郑妍珠",尹成浩,7.0,2015
Lying Man 第二季,"悬疑,真人秀",,"死亡宣告,炽天使,Miki,毕游侠,老鼠,JY,PDD,Mint,KK小神,韩潇,啦啦啦",9.3,2015
K 第二季 K RETURN OF KINGS,动画,"浪川大辅,小野大辅,小松未可子,堀江由衣,杉田智和,兴津和幸,樱井孝宏,福山润,中村悠一,泽城美雪,宫野真守,森田成一,名塚佳织,下野纮,津田健次郎,梶裕贵,饭冢昭三,佐藤聪美,钉宫理惠,大塚芳忠",鈴木信吾,6.9,2015
我们的孩子足够坚强吗？中式学校 Are Our Kids Tough Enough? Chinese School,纪录片,,,7.6,2015
爱上库珀一家 Love the Coopers,喜剧,"艾伦·阿金,约翰·古德曼,艾德·赫尔姆斯,黛安·基顿,杰克·莱西,阿曼达·塞弗里德,安东尼·麦凯,琼·斯奎布,玛丽莎·托梅,奥利维亚·王尔德,丹·安博尔,蒂莫西·柴勒梅德,艾利克斯·布诺斯町",杰茜·尼尔森,6.3,2015
